datetime,zone_prev,value,unit,source,import,export,zone_CI,carbonIntensity,emissionFactorType,isEstimated,estimationMethod,day_of_week,month,hour_of_day,year,Gas_price,Oil_Price
2022-01-01 02:00:00+00:00,DK-DK1,49.88,EUR/MWh,nordpool.com,{'DK-DK1': 256},"{'DE': 179, 'SE-SE4': 324}",DK-DK1,175,lifecycle,True,SANDBOX_MODE_DATA,5,1,2,2022,70.34300231933594,77.24
2022-01-01 02:00:00+00:00,DK-DK1,49.88,EUR/MWh,nordpool.com,{'DK-DK1': 256},"{'DE': 179, 'SE-SE4': 324}",DK-DK2,222,lifecycle,True,SANDBOX_MODE_DATA,5,1,2,2022,70.34300231933594,77.24
2022-01-01 03:00:00+00:00,DK-DK1,40.39,EUR/MWh,nordpool.com,"{'NL': 295, 'DK-DK2': 206, 'SE-SE3': 285}","{'DE': 141, 'NO-NO2': 1306}",DK-DK1,175,lifecycle,True,SANDBOX_MODE_DATA,5,1,3,2022,70.34300231933594,77.24
2022-01-01 03:00:00+00:00,DK-DK1,40.39,EUR/MWh,nordpool.com,"{'NL': 295, 'DK-DK2': 206, 'SE-SE3': 285}","{'DE': 141, 'NO-NO2': 1306}",DK-DK2,227,lifecycle,True,SANDBOX_MODE_DATA,5,1,3,2022,70.34300231933594,77.24
2022-01-01 03:00:00+00:00,DK-DK1,40.39,EUR/MWh,nordpool.com,{'DK-DK1': 168},"{'DE': 649, 'SE-SE4': 585}",DK-DK1,175,lifecycle,True,SANDBOX_MODE_DATA,5,1,3,2022,70.34300231933594,77.24
2022-01-01 03:00:00+00:00,DK-DK1,40.39,EUR/MWh,nordpool.com,{'DK-DK1': 168},"{'DE': 649, 'SE-SE4': 585}",DK-DK2,227,lifecycle,True,SANDBOX_MODE_DATA,5,1,3,2022,70.34300231933594,77.24
2022-01-01 04:00:00+00:00,DK-DK1,41.17,EUR/MWh,nordpool.com,"{'NL': 432, 'DK-DK2': 389, 'SE-SE3': 123}","{'DE': 109, 'NO-NO2': 914}",DK-DK1,179,lifecycle,True,SANDBOX_MODE_DATA,5,1,4,2022,70.34300231933594,77.24
2022-01-01 04:00:00+00:00,DK-DK1,41.17,EUR/MWh,nordpool.com,"{'NL': 432, 'DK-DK2': 389, 'SE-SE3': 123}","{'DE': 109, 'NO-NO2': 914}",DK-DK2,216,lifecycle,True,SANDBOX_MODE_DATA,5,1,4,2022,70.34300231933594,77.24
2022-01-01 04:00:00+00:00,DK-DK1,41.17,EUR/MWh,nordpool.com,{'DK-DK1': 448},"{'DE': 361, 'SE-SE4': 153}",DK-DK1,179,lifecycle,True,SANDBOX_MODE_DATA,5,1,4,2022,70.34300231933594,77.24
2022-01-01 04:00:00+00:00,DK-DK1,41.17,EUR/MWh,nordpool.com,{'DK-DK1': 448},"{'DE': 361, 'SE-SE4': 153}",DK-DK2,216,lifecycle,True,SANDBOX_MODE_DATA,5,1,4,2022,70.34300231933594,77.24
2022-01-01 05:00:00+00:00,DK-DK1,42.93,EUR/MWh,nordpool.com,"{'NL': 401, 'DK-DK2': 214, 'SE-SE3': 119}","{'DE': 520, 'NO-NO2': 963}",DK-DK1,205,lifecycle,True,SANDBOX_MODE_DATA,5,1,5,2022,70.34300231933594,77.24
2022-01-01 05:00:00+00:00,DK-DK1,42.93,EUR/MWh,nordpool.com,"{'NL': 401, 'DK-DK2': 214, 'SE-SE3': 119}","{'DE': 520, 'NO-NO2': 963}",DK-DK2,223,lifecycle,True,SANDBOX_MODE_DATA,5,1,5,2022,70.34300231933594,77.24
2022-01-01 05:00:00+00:00,DK-DK1,42.93,EUR/MWh,nordpool.com,{'DK-DK1': 260},"{'DE': 510, 'SE-SE4': 536}",DK-DK1,205,lifecycle,True,SANDBOX_MODE_DATA,5,1,5,2022,70.34300231933594,77.24
2022-01-01 05:00:00+00:00,DK-DK1,42.93,EUR/MWh,nordpool.com,{'DK-DK1': 260},"{'DE': 510, 'SE-SE4': 536}",DK-DK2,223,lifecycle,True,SANDBOX_MODE_DATA,5,1,5,2022,70.34300231933594,77.24
2022-01-01 06:00:00+00:00,DK-DK1,47.59,EUR/MWh,nordpool.com,"{'NL': 809, 'DK-DK2': 152, 'SE-SE3': 182}","{'DE': 396, 'NO-NO2': 1071}",DK-DK1,184,lifecycle,True,SANDBOX_MODE_DATA,5,1,6,2022,70.34300231933594,77.24
2022-01-01 06:00:00+00:00,DK-DK1,47.59,EUR/MWh,nordpool.com,"{'NL': 809, 'DK-DK2': 152, 'SE-SE3': 182}","{'DE': 396, 'NO-NO2': 1071}",DK-DK2,193,lifecycle,True,SANDBOX_MODE_DATA,5,1,6,2022,70.34300231933594,77.24
2022-01-01 06:00:00+00:00,DK-DK1,47.59,EUR/MWh,nordpool.com,{'DK-DK1': 154},"{'DE': 470, 'SE-SE4': 643}",DK-DK1,184,lifecycle,True,SANDBOX_MODE_DATA,5,1,6,2022,70.34300231933594,77.24
2022-01-01 06:00:00+00:00,DK-DK1,47.59,EUR/MWh,nordpool.com,{'DK-DK1': 154},"{'DE': 470, 'SE-SE4': 643}",DK-DK2,193,lifecycle,True,SANDBOX_MODE_DATA,5,1,6,2022,70.34300231933594,77.24
2022-01-01 07:00:00+00:00,DK-DK1,52.95,EUR/MWh,nordpool.com,"{'NL': 584, 'DK-DK2': 231, 'SE-SE3': 258}","{'DE': 764, 'NO-NO2': 1192}",DK-DK1,246,lifecycle,True,SANDBOX_MODE_DATA,5,1,7,2022,70.34300231933594,77.24
2022-01-01 07:00:00+00:00,DK-DK1,52.95,EUR/MWh,nordpool.com,"{'NL': 584, 'DK-DK2': 231, 'SE-SE3': 258}","{'DE': 764, 'NO-NO2': 1192}",DK-DK2,214,lifecycle,True,SANDBOX_MODE_DATA,5,1,7,2022,70.34300231933594,77.24
2022-01-01 07:00:00+00:00,DK-DK1,52.95,EUR/MWh,nordpool.com,{'DK-DK1': 236},"{'DE': 459, 'SE-SE4': 487}",DK-DK1,246,lifecycle,True,SANDBOX_MODE_DATA,5,1,7,2022,70.34300231933594,77.24
2022-01-01 07:00:00+00:00,DK-DK1,52.95,EUR/MWh,nordpool.com,{'DK-DK1': 236},"{'DE': 459, 'SE-SE4': 487}",DK-DK2,214,lifecycle,True,SANDBOX_MODE_DATA,5,1,7,2022,70.34300231933594,77.24
2022-01-01 08:00:00+00:00,DK-DK1,78.53,EUR/MWh,nordpool.com,"{'NL': 744, 'DK-DK2': 403, 'SE-SE3': 194}","{'DE': 780, 'NO-NO2': 1048}",DK-DK1,242,lifecycle,True,SANDBOX_MODE_DATA,5,1,8,2022,70.34300231933594,77.24
2022-01-01 08:00:00+00:00,DK-DK1,78.53,EUR/MWh,nordpool.com,"{'NL': 744, 'DK-DK2': 403, 'SE-SE3': 194}","{'DE': 780, 'NO-NO2': 1048}",DK-DK2,186,lifecycle,True,SANDBOX_MODE_DATA,5,1,8,2022,70.34300231933594,77.24
2022-01-01 08:00:00+00:00,DK-DK1,78.53,EUR/MWh,nordpool.com,"{'DK-DK1': 425, 'SE-SE4': 116}","{'DE': 273, 'SE-SE4': 6}",DK-DK1,242,lifecycle,True,SANDBOX_MODE_DATA,5,1,8,2022,70.34300231933594,77.24
2022-01-01 08:00:00+00:00,DK-DK1,78.53,EUR/MWh,nordpool.com,"{'DK-DK1': 425, 'SE-SE4': 116}","{'DE': 273, 'SE-SE4': 6}",DK-DK2,186,lifecycle,True,SANDBOX_MODE_DATA,5,1,8,2022,70.34300231933594,77.24
2022-01-01 09:00:00+00:00,DK-DK1,77.27,EUR/MWh,nordpool.com,"{'NL': 555, 'DK-DK2': 546, 'SE-SE3': 232}","{'DE': 603, 'NO-NO2': 969}",DK-DK1,281,lifecycle,True,SANDBOX_MODE_DATA,5,1,9,2022,70.34300231933594,77.24
2022-01-01 09:00:00+00:00,DK-DK1,77.27,EUR/MWh,nordpool.com,"{'NL': 555, 'DK-DK2': 546, 'SE-SE3': 232}","{'DE': 603, 'NO-NO2': 969}",DK-DK2,183,lifecycle,True,SANDBOX_MODE_DATA,5,1,9,2022,70.34300231933594,77.24
2022-01-01 09:00:00+00:00,DK-DK1,77.27,EUR/MWh,nordpool.com,"{'DE': 74, 'DK-DK1': 707, 'SE-SE4': 654}",{'DE': 15},DK-DK1,281,lifecycle,True,SANDBOX_MODE_DATA,5,1,9,2022,70.34300231933594,77.24
2022-01-01 09:00:00+00:00,DK-DK1,77.27,EUR/MWh,nordpool.com,"{'DE': 74, 'DK-DK1': 707, 'SE-SE4': 654}",{'DE': 15},DK-DK2,183,lifecycle,True,SANDBOX_MODE_DATA,5,1,9,2022,70.34300231933594,77.24
2022-01-01 10:00:00+00:00,DK-DK1,70.21,EUR/MWh,nordpool.com,"{'NL': 718, 'DK-DK2': 550, 'SE-SE3': 287}","{'DE': 755, 'NO-NO2': 997}",DK-DK1,331,lifecycle,True,SANDBOX_MODE_DATA,5,1,10,2022,70.34300231933594,77.24
2022-01-01 10:00:00+00:00,DK-DK1,70.21,EUR/MWh,nordpool.com,"{'NL': 718, 'DK-DK2': 550, 'SE-SE3': 287}","{'DE': 755, 'NO-NO2': 997}",DK-DK2,286,lifecycle,True,SANDBOX_MODE_DATA,5,1,10,2022,70.34300231933594,77.24
2022-01-01 10:00:00+00:00,DK-DK1,70.21,EUR/MWh,nordpool.com,"{'DK-DK1': 428, 'SE-SE4': 563}",{'DE': 205},DK-DK1,331,lifecycle,True,SANDBOX_MODE_DATA,5,1,10,2022,70.34300231933594,77.24
2022-01-01 10:00:00+00:00,DK-DK1,70.21,EUR/MWh,nordpool.com,"{'DK-DK1': 428, 'SE-SE4': 563}",{'DE': 205},DK-DK2,286,lifecycle,True,SANDBOX_MODE_DATA,5,1,10,2022,70.34300231933594,77.24
2022-01-01 11:00:00+00:00,DK-DK1,81.54,EUR/MWh,nordpool.com,"{'NL': 739, 'DK-DK2': 498, 'SE-SE3': 225}","{'DE': 412, 'NO-NO2': 1384}",DK-DK1,249,lifecycle,True,SANDBOX_MODE_DATA,5,1,11,2022,70.34300231933594,77.24
2022-01-01 11:00:00+00:00,DK-DK1,81.54,EUR/MWh,nordpool.com,"{'NL': 739, 'DK-DK2': 498, 'SE-SE3': 225}","{'DE': 412, 'NO-NO2': 1384}",DK-DK2,227,lifecycle,True,SANDBOX_MODE_DATA,5,1,11,2022,70.34300231933594,77.24
2022-01-01 11:00:00+00:00,DK-DK1,81.54,EUR/MWh,nordpool.com,"{'DK-DK1': 609, 'SE-SE4': 779}",{'DE': 18},DK-DK1,249,lifecycle,True,SANDBOX_MODE_DATA,5,1,11,2022,70.34300231933594,77.24
2022-01-01 11:00:00+00:00,DK-DK1,81.54,EUR/MWh,nordpool.com,"{'DK-DK1': 609, 'SE-SE4': 779}",{'DE': 18},DK-DK2,227,lifecycle,True,SANDBOX_MODE_DATA,5,1,11,2022,70.34300231933594,77.24
2022-01-01 12:00:00+00:00,DK-DK1,86.46,EUR/MWh,nordpool.com,"{'NL': 670, 'DK-DK2': 660, 'SE-SE3': 239}","{'DE': 234, 'NO-NO2': 1377}",DK-DK1,285,lifecycle,True,SANDBOX_MODE_DATA,5,1,12,2022,70.34300231933594,77.24
2022-01-01 12:00:00+00:00,DK-DK1,86.46,EUR/MWh,nordpool.com,"{'NL': 670, 'DK-DK2': 660, 'SE-SE3': 239}","{'DE': 234, 'NO-NO2': 1377}",DK-DK2,282,lifecycle,True,SANDBOX_MODE_DATA,5,1,12,2022,70.34300231933594,77.24
2022-01-01 12:00:00+00:00,DK-DK1,86.46,EUR/MWh,nordpool.com,"{'DK-DK1': 631, 'SE-SE4': 620}",{'DE': 237},DK-DK1,285,lifecycle,True,SANDBOX_MODE_DATA,5,1,12,2022,70.34300231933594,77.24
2022-01-01 12:00:00+00:00,DK-DK1,86.46,EUR/MWh,nordpool.com,"{'DK-DK1': 631, 'SE-SE4': 620}",{'DE': 237},DK-DK2,282,lifecycle,True,SANDBOX_MODE_DATA,5,1,12,2022,70.34300231933594,77.24
2022-01-01 13:00:00+00:00,DK-DK1,100.0,EUR/MWh,nordpool.com,"{'NL': 578, 'DK-DK2': 343, 'SE-SE3': 186}","{'DE': 153, 'NO-NO2': 1149}",DK-DK1,232,lifecycle,True,SANDBOX_MODE_DATA,5,1,13,2022,70.34300231933594,77.24
2022-01-01 13:00:00+00:00,DK-DK1,100.0,EUR/MWh,nordpool.com,"{'NL': 578, 'DK-DK2': 343, 'SE-SE3': 186}","{'DE': 153, 'NO-NO2': 1149}",DK-DK2,248,lifecycle,True,SANDBOX_MODE_DATA,5,1,13,2022,70.34300231933594,77.24
2022-01-01 13:00:00+00:00,DK-DK1,100.0,EUR/MWh,nordpool.com,"{'DK-DK1': 413, 'SE-SE4': 447}",{'DE': 293},DK-DK1,232,lifecycle,True,SANDBOX_MODE_DATA,5,1,13,2022,70.34300231933594,77.24
2022-01-01 13:00:00+00:00,DK-DK1,100.0,EUR/MWh,nordpool.com,"{'DK-DK1': 413, 'SE-SE4': 447}",{'DE': 293},DK-DK2,248,lifecycle,True,SANDBOX_MODE_DATA,5,1,13,2022,70.34300231933594,77.24
2022-01-01 14:00:00+00:00,DK-DK1,126.56,EUR/MWh,nordpool.com,"{'DE': 92, 'NL': 545, 'DK-DK2': 16, 'SE-SE3': 297}","{'DE': 19, 'DK-DK2': 73, 'NO-NO2': 1203}",DK-DK1,208,lifecycle,True,SANDBOX_MODE_DATA,5,1,14,2022,70.34300231933594,77.24
2022-01-01 14:00:00+00:00,DK-DK1,126.56,EUR/MWh,nordpool.com,"{'DE': 92, 'NL': 545, 'DK-DK2': 16, 'SE-SE3': 297}","{'DE': 19, 'DK-DK2': 73, 'NO-NO2': 1203}",DK-DK2,297,lifecycle,True,SANDBOX_MODE_DATA,5,1,14,2022,70.34300231933594,77.24
2022-01-01 14:00:00+00:00,DK-DK1,126.56,EUR/MWh,nordpool.com,{'DK-DK1': 21},"{'DE': 538, 'DK-DK1': 81, 'SE-SE4': 213}",DK-DK1,208,lifecycle,True,SANDBOX_MODE_DATA,5,1,14,2022,70.34300231933594,77.24
2022-01-01 14:00:00+00:00,DK-DK1,126.56,EUR/MWh,nordpool.com,{'DK-DK1': 21},"{'DE': 538, 'DK-DK1': 81, 'SE-SE4': 213}",DK-DK2,297,lifecycle,True,SANDBOX_MODE_DATA,5,1,14,2022,70.34300231933594,77.24
2022-01-01 15:00:00+00:00,DK-DK1,137.74,EUR/MWh,nordpool.com,"{'DE': 620, 'NL': 760, 'SE-SE3': 219}","{'DK-DK2': 80, 'NO-NO2': 1288}",DK-DK1,229,lifecycle,True,SANDBOX_MODE_DATA,5,1,15,2022,70.34300231933594,77.24
2022-01-01 15:00:00+00:00,DK-DK1,137.74,EUR/MWh,nordpool.com,"{'DE': 620, 'NL': 760, 'SE-SE3': 219}","{'DK-DK2': 80, 'NO-NO2': 1288}",DK-DK2,332,lifecycle,True,SANDBOX_MODE_DATA,5,1,15,2022,70.34300231933594,77.24
2022-01-01 15:00:00+00:00,DK-DK1,137.74,EUR/MWh,nordpool.com,{},"{'DE': 1007, 'DK-DK1': 119, 'SE-SE4': 331}",DK-DK1,229,lifecycle,True,SANDBOX_MODE_DATA,5,1,15,2022,70.34300231933594,77.24
2022-01-01 15:00:00+00:00,DK-DK1,137.74,EUR/MWh,nordpool.com,{},"{'DE': 1007, 'DK-DK1': 119, 'SE-SE4': 331}",DK-DK2,332,lifecycle,True,SANDBOX_MODE_DATA,5,1,15,2022,70.34300231933594,77.24
2022-01-01 16:00:00+00:00,DK-DK1,146.3,EUR/MWh,nordpool.com,"{'DE': 543, 'NL': 822, 'SE-SE3': 1}","{'DK-DK2': 475, 'NO-NO2': 884, 'SE-SE3': 166}",DK-DK1,252,lifecycle,True,SANDBOX_MODE_DATA,5,1,16,2022,70.34300231933594,77.24
2022-01-01 16:00:00+00:00,DK-DK1,146.3,EUR/MWh,nordpool.com,"{'DE': 543, 'NL': 822, 'SE-SE3': 1}","{'DK-DK2': 475, 'NO-NO2': 884, 'SE-SE3': 166}",DK-DK2,325,lifecycle,True,SANDBOX_MODE_DATA,5,1,16,2022,70.34300231933594,77.24
2022-01-01 16:00:00+00:00,DK-DK1,146.3,EUR/MWh,nordpool.com,{},"{'DE': 784, 'DK-DK1': 483, 'SE-SE4': 896}",DK-DK1,252,lifecycle,True,SANDBOX_MODE_DATA,5,1,16,2022,70.34300231933594,77.24
2022-01-01 16:00:00+00:00,DK-DK1,146.3,EUR/MWh,nordpool.com,{},"{'DE': 784, 'DK-DK1': 483, 'SE-SE4': 896}",DK-DK2,325,lifecycle,True,SANDBOX_MODE_DATA,5,1,16,2022,70.34300231933594,77.24
2022-01-01 17:00:00+00:00,DK-DK1,112.36,EUR/MWh,nordpool.com,"{'DE': 566, 'NL': 629}","{'DK-DK2': 253, 'NO-NO2': 869, 'SE-SE3': 676}",DK-DK1,263,lifecycle,True,SANDBOX_MODE_DATA,5,1,17,2022,70.34300231933594,77.24
2022-01-01 17:00:00+00:00,DK-DK1,112.36,EUR/MWh,nordpool.com,"{'DE': 566, 'NL': 629}","{'DK-DK2': 253, 'NO-NO2': 869, 'SE-SE3': 676}",DK-DK2,326,lifecycle,True,SANDBOX_MODE_DATA,5,1,17,2022,70.34300231933594,77.24
2022-01-01 17:00:00+00:00,DK-DK1,112.36,EUR/MWh,nordpool.com,{},"{'DE': 586, 'DK-DK1': 226, 'SE-SE4': 427}",DK-DK1,263,lifecycle,True,SANDBOX_MODE_DATA,5,1,17,2022,70.34300231933594,77.24
2022-01-01 17:00:00+00:00,DK-DK1,112.36,EUR/MWh,nordpool.com,{},"{'DE': 586, 'DK-DK1': 226, 'SE-SE4': 427}",DK-DK2,326,lifecycle,True,SANDBOX_MODE_DATA,5,1,17,2022,70.34300231933594,77.24
2022-01-01 18:00:00+00:00,DK-DK1,146.9,EUR/MWh,nordpool.com,"{'DE': 169, 'NL': 120}","{'DK-DK2': 501, 'NO-NO2': 914, 'SE-SE3': 363}",DK-DK1,210,lifecycle,True,SANDBOX_MODE_DATA,5,1,18,2022,70.34300231933594,77.24
2022-01-01 18:00:00+00:00,DK-DK1,146.9,EUR/MWh,nordpool.com,"{'DE': 169, 'NL': 120}","{'DK-DK2': 501, 'NO-NO2': 914, 'SE-SE3': 363}",DK-DK2,230,lifecycle,True,SANDBOX_MODE_DATA,5,1,18,2022,70.34300231933594,77.24
2022-01-01 18:00:00+00:00,DK-DK1,146.9,EUR/MWh,nordpool.com,{},"{'DE': 405, 'DK-DK1': 463, 'SE-SE4': 853}",DK-DK1,210,lifecycle,True,SANDBOX_MODE_DATA,5,1,18,2022,70.34300231933594,77.24
2022-01-01 18:00:00+00:00,DK-DK1,146.9,EUR/MWh,nordpool.com,{},"{'DE': 405, 'DK-DK1': 463, 'SE-SE4': 853}",DK-DK2,230,lifecycle,True,SANDBOX_MODE_DATA,5,1,18,2022,70.34300231933594,77.24
2022-01-01 19:00:00+00:00,DK-DK1,141.28,EUR/MWh,nordpool.com,"{'DE': 80, 'SE-SE3': 231}","{'DE': 25, 'NL': 577, 'DK-DK2': 612, 'NO-NO2': 1067, 'SE-SE3': 2}",DK-DK1,233,lifecycle,True,SANDBOX_MODE_DATA,5,1,19,2022,70.34300231933594,77.24
2022-01-01 19:00:00+00:00,DK-DK1,141.28,EUR/MWh,nordpool.com,"{'DE': 80, 'SE-SE3': 231}","{'DE': 25, 'NL': 577, 'DK-DK2': 612, 'NO-NO2': 1067, 'SE-SE3': 2}",DK-DK2,231,lifecycle,True,SANDBOX_MODE_DATA,5,1,19,2022,70.34300231933594,77.24
2022-01-01 19:00:00+00:00,DK-DK1,141.28,EUR/MWh,nordpool.com,{'DE': 6},"{'DE': 81, 'DK-DK1': 647, 'SE-SE4': 862}",DK-DK1,233,lifecycle,True,SANDBOX_MODE_DATA,5,1,19,2022,70.34300231933594,77.24
2022-01-01 19:00:00+00:00,DK-DK1,141.28,EUR/MWh,nordpool.com,{'DE': 6},"{'DE': 81, 'DK-DK1': 647, 'SE-SE4': 862}",DK-DK2,231,lifecycle,True,SANDBOX_MODE_DATA,5,1,19,2022,70.34300231933594,77.24
2022-01-01 20:00:00+00:00,DK-DK1,121.52,EUR/MWh,nordpool.com,"{'DE': 88, 'SE-SE3': 196}","{'NL': 580, 'DK-DK2': 269, 'NO-NO2': 1032}",DK-DK1,138,lifecycle,True,SANDBOX_MODE_DATA,5,1,20,2022,70.34300231933594,77.24
2022-01-01 20:00:00+00:00,DK-DK1,121.52,EUR/MWh,nordpool.com,"{'DE': 88, 'SE-SE3': 196}","{'NL': 580, 'DK-DK2': 269, 'NO-NO2': 1032}",DK-DK2,140,lifecycle,True,SANDBOX_MODE_DATA,5,1,20,2022,70.34300231933594,77.24
2022-01-01 20:00:00+00:00,DK-DK1,121.52,EUR/MWh,nordpool.com,{'DE': 565},"{'DK-DK1': 276, 'SE-SE4': 218}",DK-DK1,138,lifecycle,True,SANDBOX_MODE_DATA,5,1,20,2022,70.34300231933594,77.24
2022-01-01 20:00:00+00:00,DK-DK1,121.52,EUR/MWh,nordpool.com,{'DE': 565},"{'DK-DK1': 276, 'SE-SE4': 218}",DK-DK2,140,lifecycle,True,SANDBOX_MODE_DATA,5,1,20,2022,70.34300231933594,77.24
2022-01-01 21:00:00+00:00,DK-DK1,71.86,EUR/MWh,nordpool.com,"{'DE': 39, 'SE-SE3': 280}","{'DE': 10, 'NL': 841, 'DK-DK2': 195, 'NO-NO2': 1281}",DK-DK1,181,lifecycle,True,SANDBOX_MODE_DATA,5,1,21,2022,70.34300231933594,77.24
2022-01-01 21:00:00+00:00,DK-DK1,71.86,EUR/MWh,nordpool.com,"{'DE': 39, 'SE-SE3': 280}","{'DE': 10, 'NL': 841, 'DK-DK2': 195, 'NO-NO2': 1281}",DK-DK2,200,lifecycle,True,SANDBOX_MODE_DATA,5,1,21,2022,70.34300231933594,77.24
2022-01-01 21:00:00+00:00,DK-DK1,71.86,EUR/MWh,nordpool.com,"{'DE': 489, 'SE-SE4': 15}","{'DK-DK1': 191, 'SE-SE4': 70}",DK-DK1,181,lifecycle,True,SANDBOX_MODE_DATA,5,1,21,2022,70.34300231933594,77.24
2022-01-01 21:00:00+00:00,DK-DK1,71.86,EUR/MWh,nordpool.com,"{'DE': 489, 'SE-SE4': 15}","{'DK-DK1': 191, 'SE-SE4': 70}",DK-DK2,200,lifecycle,True,SANDBOX_MODE_DATA,5,1,21,2022,70.34300231933594,77.24
2022-01-01 22:00:00+00:00,DK-DK1,75.86,EUR/MWh,nordpool.com,"{'DE': 163, 'DK-DK2': 196, 'SE-SE3': 341}","{'NL': 702, 'NO-NO2': 1208}",DK-DK1,121,lifecycle,True,SANDBOX_MODE_DATA,5,1,22,2022,70.34300231933594,77.24
2022-01-01 22:00:00+00:00,DK-DK1,75.86,EUR/MWh,nordpool.com,"{'DE': 163, 'DK-DK2': 196, 'SE-SE3': 341}","{'NL': 702, 'NO-NO2': 1208}",DK-DK2,152,lifecycle,True,SANDBOX_MODE_DATA,5,1,22,2022,70.34300231933594,77.24
2022-01-01 22:00:00+00:00,DK-DK1,75.86,EUR/MWh,nordpool.com,"{'DE': 710, 'DK-DK1': 218, 'SE-SE4': 270}",{},DK-DK1,121,lifecycle,True,SANDBOX_MODE_DATA,5,1,22,2022,70.34300231933594,77.24
2022-01-01 22:00:00+00:00,DK-DK1,75.86,EUR/MWh,nordpool.com,"{'DE': 710, 'DK-DK1': 218, 'SE-SE4': 270}",{},DK-DK2,152,lifecycle,True,SANDBOX_MODE_DATA,5,1,22,2022,70.34300231933594,77.24
2022-01-01 23:00:00+00:00,DK-DK1,56.08,EUR/MWh,nordpool.com,"{'DE': 35, 'DK-DK2': 241, 'SE-SE3': 237}","{'DE': 68, 'NL': 534, 'NO-NO2': 1012}",DK-DK1,118,lifecycle,True,SANDBOX_MODE_DATA,5,1,23,2022,70.34300231933594,77.24
2022-01-01 23:00:00+00:00,DK-DK1,56.08,EUR/MWh,nordpool.com,"{'DE': 35, 'DK-DK2': 241, 'SE-SE3': 237}","{'DE': 68, 'NL': 534, 'NO-NO2': 1012}",DK-DK2,125,lifecycle,True,SANDBOX_MODE_DATA,5,1,23,2022,70.34300231933594,77.24
2022-01-01 23:00:00+00:00,DK-DK1,56.08,EUR/MWh,nordpool.com,"{'DE': 601, 'DK-DK1': 270, 'SE-SE4': 620}",{},DK-DK1,118,lifecycle,True,SANDBOX_MODE_DATA,5,1,23,2022,70.34300231933594,77.24
2022-01-01 23:00:00+00:00,DK-DK1,56.08,EUR/MWh,nordpool.com,"{'DE': 601, 'DK-DK1': 270, 'SE-SE4': 620}",{},DK-DK2,125,lifecycle,True,SANDBOX_MODE_DATA,5,1,23,2022,70.34300231933594,77.24
